id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon
238,Marbled murrelet,Brachyramphus marmoratus,0.821,2,11873.05,11885.05,audio/test1.flac,Siskiyou,41.972,-122.48067
239,Olive-sided flycatcher,Contopus cooperi,0.999,2,1136.01,1148.01,audio/test3.flac,Siskiyou,41.71706,-122.83863
240,Olive-sided flycatcher,Contopus cooperi,0.999,2,14273.57,14285.57,audio/test2.flac,Santa Cruz,37.10017,-122.1943
241,Dog barks,NA,0.125,3,2304.17,2316.17,audio/test2.flac,Napa,38.81889,-122.61242
242,Woodpecker spp. drum,NA,0.732,3,10493.19,10505.19,audio/test3.flac,San Mateo,37.68942,-122.27798
243,Wolf howl,Canis lupus,0.999,1,13233.68,13245.68,audio/test3.flac,Stanislaus,37.52161,-120.61231
244,Wolf howl,Canis lupus,0.658,2,13811.35,13823.35,audio/test3.flac,Sacramento,38.08965,-121.29853
245,Northern flicker series,Colaptes auratus,0.501,1,1228.09,1240.09,audio/test1.flac,Siskiyou,41.28472,-122.49226
246,Northern flicker series,Colaptes auratus,0.544,3,7165.08,7177.08,audio/test2.flac,Glenn,39.5546,-122.59219
247,Wolf howl,Canis lupus,0.749,3,7718.73,7730.73,audio/test1.flac,San Francisco,37.78412,-122.50103
248,Downy woodpecker call,Dryobates pubescens,0.54,3,891.87,903.87,audio/test3.flac,San Bernardino,35.5425,-116.31605
249,Northern saw-whet owl,Aegolius acadicus,0.578,1,3562.82,3574.82,audio/test2.flac,Mendocino,38.80515,-123.84241
250,Swainson's thrush,Catharus ustulatus,0.829,3,8601.44,8613.44,audio/test1.flac,El Dorado,38.61955,-120.36929
251,Dog barks,NA,0.156,3,2338.59,2350.59,audio/test3.flac,Santa Cruz,36.92856,-121.79434
252,Wolf howl,Canis lupus,0.818,3,7841.64,7853.64,,Placer,38.79798,-121.29126
253,Common nighthawk boom,Chordeiles minor,0.753,3,4373.68,4385.68,audio/test3.flac,Santa Barbara,34.76454,-120.26574
254,Marbled murrelet,Brachyramphus marmoratus,0.88,3,12651.04,12663.04,,Butte,39.44695,-121.70245
255,Great horned owl,Bubo virginianus,0.529,3,5381.77,5393.77,audio/test2.flac,San Bernardino,34.86055,-114.21739
256,Olive-sided flycatcher,Contopus cooperi,0.999,2,12047.1,12059.1,,Santa Cruz,37.18593,-121.86728
257,Canada goose,Branta canadensis,0.721,1,3809.64,3821.64,audio/test3.flac,Santa Clara,36.98913,-122.16475
258,Great horned owl,Bubo virginianus,0.489,3,11464.5,11476.5,audio/test3.flac,Amador,38.56,-120.86834
259,Downy woodpecker call,Dryobates pubescens,0.832,2,12460.32,12472.32,audio/test1.flac,Kings,36.20141,-119.77053
260,Olive-sided flycatcher,Contopus cooperi,0.695,2,5785.27,5797.27,audio/test2.flac,Lake,38.92344,-122.54737
261,Swainson's thrush,Catharus ustulatus,0.91,2,13013.57,13025.57,audio/test3.flac,Contra Costa,37.79113,-122.42778
262,Northern flicker 'skew',Colaptes auratus,0.714,3,12972.39,12984.39,,Monterey,36.29195,-120.22977
263,Olive-sided flycatcher,Contopus cooperi,0.731,1,1125.45,1137.45,audio/test1.flac,Solano,38.52101,-122.36036
264,Downy woodpecker call,Dryobates pubescens,0.513,2,2491.91,2503.91,audio/test3.flac,Santa Barbara,34.77425,-119.98848
265,Great horned owl,Bubo virginianus,0.398,1,12563.42,12575.42,audio/test3.flac,Sierra,39.70652,-120.67765
266,Olive-sided flycatcher,Contopus cooperi,0.688,3,6336.52,6348.52,audio/test1.flac,Yolo,38.43861,-122.06793
267,Northern flicker series,Colaptes auratus,0.793,1,9160.93,9172.93,,Stanislaus,37.84934,-121.20546
268,Common raven,Corvus corax,0.762,2,12027.36,12039.36,audio/test3.flac,Del Norte,41.59477,-123.99379
269,Downy woodpecker call,Dryobates pubescens,0.459,1,2239.44,2251.44,audio/test3.flac,Mono,37.55027,-119.14184
270,Northern flicker series,Colaptes auratus,0.483,3,7302.81,7314.81,,Shasta,40.84756,-121.96074
271,Downy woodpecker call,Dryobates pubescens,0.485,1,649.13,661.13,,Imperial,33.33193,-116.04592
272,Common nighthawk boom,Chordeiles minor,0.813,3,8564.63,8576.63,audio/test3.flac,San Mateo,37.60899,-122.25093
273,Northern flicker series,Colaptes auratus,0.649,2,9760.81,9772.81,,Mariposa,37.62024,-119.96774
274,Great horned owl,Bubo virginianus,0.551,2,7151.01,7163.01,audio/test3.flac,Sierra,39.39828,-120.58724
275,Great horned owl,Bubo virginianus,0.47,3,3348.51,3360.51,audio/test2.flac,Yolo,38.8212,-121.49804
276,Wrentit,Chamaea fasciata,0.951,1,6246.81,6258.81,audio/test3.flac,Kern,35.21394,-119.53696
277,Northern flicker 'skew',Colaptes auratus,0.601,1,3698.39,3710.39,,Trinity,40.24001,-122.65185
278,Woodpecker spp. drum,NA,0.645,3,7713.58,7725.58,audio/test2.flac,San Joaquin,38.06031,-121.2127
279,Downy woodpecker call,Dryobates pubescens,0.454,1,11705.32,11717.32,,Riverside,33.83944,-117.60568
280,Hermit thrush,Catharus guttatus,0.991,3,6752.85,6764.85,audio/test1.flac,Santa Clara,37.45467,-122.00814
281,Olive-sided flycatcher,Contopus cooperi,0.847,2,6148.78,6160.78,audio/test3.flac,Contra Costa,37.74059,-121.67509
282,Hermit thrush,Catharus guttatus,0.721,1,5954.82,5966.82,audio/test3.flac,Alpine,38.50965,-119.60015
283,Olive-sided flycatcher,Contopus cooperi,0.999,2,2800.92,2812.92,,San Mateo,37.44463,-122.15905
284,Downy woodpecker call,Dryobates pubescens,0.63,2,10991.24,11003.24,audio/test1.flac,Lake,39.20211,-122.52997
285,Wrentit,Chamaea fasciata,0.796,1,14215.0,14227.0,audio/test2.flac,Madera,36.89721,-120.2314
286,Woodpecker spp. drum,NA,0.866,2,3466.19,3478.19,audio/test1.flac,Modoc,41.43432,-121.24825
287,Common raven,Corvus corax,0.911,1,849.53,861.53,audio/test3.flac,Sacramento,38.07353,-121.45294
288,Sooty grouse,Dendragapus fuliginosus,0.556,2,11371.79,11383.79,,Imperial,33.31782,-114.88534
289,Northern flicker 'skew',Colaptes auratus,0.665,3,6896.43,6908.43,audio/test3.flac,Placer,39.2389,-120.33245
290,Northern saw-whet owl,Aegolius acadicus,0.557,1,13564.72,13576.72,audio/test1.flac,Plumas,39.97767,-120.52724
291,Dog barks,NA,0.271,2,774.91,786.91,,Calaveras,38.00529,-120.92827
292,Northern flicker 'skew',Colaptes auratus,0.883,3,12785.4,12797.4,audio/test1.flac,Mendocino,39.77551,-123.84304
293,Wolf howl,Canis lupus,0.848,1,9515.8,9527.8,audio/test2.flac,Siskiyou,41.86194,-122.47083
294,Wolf howl,Canis lupus,0.845,3,13179.43,13191.43,,Orange,33.92673,-117.5188
295,Common nighthawk call,Chordeiles minor,0.978,1,14270.1,14282.1,audio/test3.flac,San Diego,33.10822,-116.27559
296,Woodpecker spp. drum,NA,0.767,2,14286.04,14298.04,audio/test2.flac,Mendocino,39.11529,-123.30239
297,Steller's jay,Cyanocitta stelleri,0.747,1,10546.98,10558.98,audio/test3.flac,Lassen,40.60134,-120.7212
298,Canada goose,Branta canadensis,0.752,3,203.31,215.31,,San Mateo,37.33275,-122.15856
299,Marbled murrelet,Brachyramphus marmoratus,0.892,3,10163.03,10175.03,audio/test2.flac,Kern,35.0861,-117.6895
300,Downy woodpecker call,Dryobates pubescens,0.453,2,13343.27,13355.27,audio/test3.flac,Riverside,33.69354,-115.8826
301,Northern saw-whet owl,Aegolius acadicus,0.328,2,1608.93,1620.93,audio/test1.flac,Merced,37.41656,-120.32845
302,Olive-sided flycatcher,Contopus cooperi,0.777,3,13409.5,13421.5,audio/test3.flac,Napa,38.6995,-122.08951
303,Swainson's thrush,Catharus ustulatus,0.782,1,6743.2,6755.2,audio/test1.flac,Lassen,40.91601,-120.39408
304,Olive-sided flycatcher,Contopus cooperi,0.828,1,3334.35,3346.35,audio/test2.flac,Sutter,38.84449,-121.63383
305,Northern flicker 'skew',Colaptes auratus,0.872,3,2348.47,2360.47,audio/test2.flac,Yuba,39.25619,-121.51065
306,Northern flicker series,Colaptes auratus,0.639,1,10187.85,10199.85,audio/test3.flac,San Luis Obispo,35.52536,-120.20734
307,Common raven,Corvus corax,0.75,2,6744.04,6756.04,,Placer,39.00146,-120.19981
308,Downy woodpecker call,Dryobates pubescens,0.681,3,13910.86,13922.86,,San Francisco,37.75158,-122.45876
309,Dog barks,NA,0.349,2,11039.62,11051.62,,Santa Barbara,34.37054,-120.01757
310,Olive-sided flycatcher,Contopus cooperi,0.667,2,6387.69,6399.69,audio/test2.flac,Lake,38.80337,-122.52913
311,Marbled murrelet,Brachyramphus marmoratus,0.989,1,6938.25,6950.25,audio/test1.flac,Orange,33.53717,-117.66626
312,Northern flicker series,Colaptes auratus,0.631,3,14140.37,14152.37,,Nevada,39.15136,-120.71752
313,Steller's jay,Cyanocitta stelleri,0.676,3,10312.56,10324.56,audio/test2.flac,Kern,35.36307,-118.95842
314,Northern flicker series,Colaptes auratus,0.642,1,11827.62,11839.62,audio/test1.flac,San Benito,36.47044,-120.87695
315,Canada goose,Branta canadensis,0.836,3,3955.21,3967.21,,Stanislaus,37.75324,-121.22833
316,Olive-sided flycatcher,Contopus cooperi,0.919,1,5575.19,5587.19,,Lassen,40.6003,-120.77369
317,Swainson's thrush,Catharus ustulatus,0.858,2,7424.88,7436.88,audio/test3.flac,Tuolumne,37.75428,-119.67255
318,Olive-sided flycatcher,Contopus cooperi,0.641,2,963.65,975.65,audio/test3.flac,Solano,38.31005,-122.22227
319,Wolf howl,Canis lupus,0.889,2,5955.85,5967.85,,Orange,33.41433,-118.09433
320,Wrentit,Chamaea fasciata,0.939,2,4879.45,4891.45,,Plumas,39.93144,-121.23507
321,Wrentit,Chamaea fasciata,0.778,2,430.95,442.95,audio/test2.flac,San Benito,36.89211,-121.10986
322,Common nighthawk boom,Chordeiles minor,0.985,1,4068.89,4080.89,audio/test1.flac,San Joaquin,38.19081,-120.94894
323,Dog barks,NA,0.257,2,693.08,705.08,audio/test2.flac,San Luis Obispo,35.62986,-120.5331
324,Downy woodpecker call,Dryobates pubescens,0.747,2,9115.04,9127.04,audio/test1.flac,Yuba,39.42278,-121.54337
325,Northern saw-whet owl,Aegolius acadicus,0.688,1,8425.22,8437.22,,Modoc,41.87902,-121.26823
326,Hermit thrush,Catharus guttatus,0.747,1,6235.6,6247.6,,Modoc,41.9421,-120.43205
327,Northern flicker 'skew',Colaptes auratus,0.766,2,13183.51,13195.51,audio/test1.flac,Kings,36.05967,-120.0366
328,Dog barks,NA,0.17,2,6416.72,6428.72,audio/test3.flac,Napa,38.40923,-122.51408
329,Common nighthawk call,Chordeiles minor,0.947,2,7844.38,7856.38,audio/test2.flac,Tuolumne,38.0028,-119.98144
330,Dog barks,NA,0.116,2,3170.17,3182.17,audio/test3.flac,Solano,38.04786,-121.90342
331,Common nighthawk boom,Chordeiles minor,0.864,1,4451.8,4463.8,,Mendocino,39.86567,-122.82747
332,Swainson's thrush,Catharus ustulatus,0.999,1,11602.61,11614.61,audio/test1.flac,San Diego,33.24477,-116.3547
333,Great horned owl,Bubo virginianus,0.567,2,10081.79,10093.79,,Sierra,39.54144,-120.21854
334,Northern flicker 'skew',Colaptes auratus,0.659,1,9328.96,9340.96,,Mono,37.61503,-118.81681
335,Olive-sided flycatcher,Contopus cooperi,0.797,2,1397.8,1409.8,audio/test2.flac,Solano,38.43526,-122.10371
336,Dog barks,NA,0.147,1,12653.37,12665.37,,Sutter,38.96961,-121.80719
337,Northern flicker 'skew',Colaptes auratus,0.812,2,11547.13,11559.13,,Fresno,36.76755,-119.72559
338,Wrentit,Chamaea fasciata,0.932,3,11751.66,11763.66,,Modoc,41.65559,-121.2694
339,Great horned owl,Bubo virginianus,0.502,3,13697.92,13709.92,audio/test2.flac,Contra Costa,37.99053,-121.60502
340,Common nighthawk boom,Chordeiles minor,0.781,1,8074.17,8086.17,,San Joaquin,37.64705,-121.04168
341,Marbled murrelet,Brachyramphus marmoratus,0.804,2,12375.62,12387.62,,Siskiyou,41.81733,-123.46498
342,Wrentit,Chamaea fasciata,0.703,1,3436.72,3448.72,audio/test2.flac,Orange,33.74987,-117.89309
343,Marbled murrelet,Brachyramphus marmoratus,0.816,3,8403.17,8415.17,audio/test2.flac,Siskiyou,41.97584,-122.66155
344,Swainson's thrush,Catharus ustulatus,0.803,3,2717.89,2729.89,,Marin,38.2439,-122.36773
345,Wrentit,Chamaea fasciata,0.662,1,4635.45,4647.45,,Orange,33.79511,-118.02664
346,Olive-sided flycatcher,Contopus cooperi,0.905,3,472.78,484.78,audio/test2.flac,Del Norte,41.85393,-124.23102
347,Northern flicker series,Colaptes auratus,0.722,1,7246.09,7258.09,audio/test2.flac,Sacramento,38.45549,-121.39733
348,Common nighthawk boom,Chordeiles minor,0.744,1,1932.58,1944.58,audio/test3.flac,Del Norte,41.63996,-124.13118
349,Common raven,Corvus corax,0.762,3,2017.11,2029.11,,Marin,37.85045,-122.85703
350,Marbled murrelet,Brachyramphus marmoratus,0.781,3,6405.18,6417.18,audio/test1.flac,Siskiyou,41.85137,-122.02645
351,Downy woodpecker call,Dryobates pubescens,0.64,3,8119.25,8131.25,audio/test2.flac,Kings,36.13472,-119.61387
352,Hermit thrush,Catharus guttatus,0.75,3,8910.31,8922.31,audio/test1.flac,Alpine,38.52401,-120.09248
353,Swainson's thrush,Catharus ustulatus,0.686,2,3760.85,3772.85,,Sonoma,38.46831,-122.76046
354,Marbled murrelet,Brachyramphus marmoratus,0.832,3,2750.26,2762.26,audio/test3.flac,Fresno,37.52703,-120.12745
355,Canada goose,Branta canadensis,0.899,3,14021.01,14033.01,audio/test1.flac,Imperial,33.41982,-115.48483
356,Marbled murrelet,Brachyramphus marmoratus,0.636,1,13718.23,13730.23,audio/test3.flac,Butte,39.9736,-121.90149
357,Dog barks,NA,0.327,3,6362.0,6374.0,,Inyo,37.59528,-118.2682
358,Marbled murrelet,Brachyramphus marmoratus,0.651,3,12121.03,12133.03,audio/test3.flac,Fresno,36.37825,-119.30614
359,Swainson's thrush,Catharus ustulatus,0.796,3,14256.81,14268.81,,Colusa,39.21985,-121.87575
360,Northern saw-whet owl,Aegolius acadicus,0.38,2,928.28,940.28,audio/test1.flac,Sierra,39.77652,-120.10397
361,Northern flicker 'skew',Colaptes auratus,0.725,3,2855.07,2867.07,audio/test1.flac,Sutter,39.20972,-121.77694
362,Common nighthawk call,Chordeiles minor,0.657,1,3492.87,3504.87,audio/test1.flac,Imperial,33.14409,-114.93243
363,Olive-sided flycatcher,Contopus cooperi,0.61,2,389.91,401.91,audio/test2.flac,Marin,38.14372,-122.97537
364,Swainson's thrush,Catharus ustulatus,0.756,3,10456.15,10468.15,audio/test3.flac,Yuba,39.50553,-121.36068
365,Common nighthawk call,Chordeiles minor,0.72,1,5477.68,5489.68,audio/test2.flac,Merced,37.54884,-120.66934
366,Common nighthawk boom,Chordeiles minor,0.797,2,8613.67,8625.67,audio/test1.flac,San Francisco,37.77019,-122.37987
367,Downy woodpecker call,Dryobates pubescens,0.443,1,1346.78,1358.78,audio/test2.flac,Amador,38.57786,-120.73673
368,Woodpecker spp. drum,NA,0.718,1,5107.05,5119.05,audio/test1.flac,Kern,35.29788,-119.11392
369,Wolf howl,Canis lupus,0.723,2,7826.02,7838.02,audio/test3.flac,Los Angeles,34.14883,-118.89915
370,Swainson's thrush,Catharus ustulatus,0.801,3,867.86,879.86,audio/test1.flac,Butte,39.59519,-121.57181
371,Canada goose,Branta canadensis,0.933,1,13472.38,13484.38,,Kings,35.86525,-120.08191
372,Wrentit,Chamaea fasciata,0.721,3,7996.65,8008.65,audio/test2.flac,San Bernardino,34.17646,-116.03846
373,Great horned owl,Bubo virginianus,0.503,1,11972.81,11984.81,audio/test2.flac,Shasta,40.56824,-121.54166
374,Northern flicker 'skew',Colaptes auratus,0.76,3,433.14,445.14,audio/test2.flac,Kings,35.99162,-119.83185
375,Sooty grouse,Dendragapus fuliginosus,0.644,2,4347.52,4359.52,,Trinity,40.912,-122.75332
376,Marbled murrelet,Brachyramphus marmoratus,0.885,2,8690.1,8702.1,audio/test1.flac,Amador,38.39564,-120.67316
377,Downy woodpecker call,Dryobates pubescens,0.584,3,12726.57,12738.57,,Colusa,39.52165,-121.97544
378,Woodpecker spp. drum,NA,0.86,2,6950.92,6962.92,audio/test3.flac,Los Angeles,34.25142,-118.87006
379,Steller's jay,Cyanocitta stelleri,0.726,1,14368.78,14380.78,audio/test3.flac,Glenn,39.41304,-122.12437
380,Marbled murrelet,Brachyramphus marmoratus,0.82,2,8675.2,8687.2,audio/test1.flac,Sonoma,38.57005,-122.97483
381,Wrentit,Chamaea fasciata,0.693,1,5801.1,5813.1,audio/test2.flac,Amador,38.39751,-120.64519
382,Dog barks,NA,0.05,3,2991.65,3003.65,audio/test1.flac,San Benito,36.60804,-121.07983
383,Olive-sided flycatcher,Contopus cooperi,0.973,2,2465.35,2477.35,audio/test1.flac,Los Angeles,34.43683,-118.60567
384,Northern flicker 'skew',Colaptes auratus,0.808,3,7844.42,7856.42,audio/test2.flac,Contra Costa,37.91548,-122.21425
385,Northern flicker series,Colaptes auratus,0.816,3,3840.0,3852.0,audio/test2.flac,Modoc,41.73221,-120.45582
386,Olive-sided flycatcher,Contopus cooperi,0.738,2,789.87,801.87,audio/test3.flac,Tuolumne,37.67497,-119.74572
387,Downy woodpecker call,Dryobates pubescens,0.503,2,13414.52,13426.52,,Sierra,39.44256,-120.82791
388,Olive-sided flycatcher,Contopus cooperi,0.808,3,5865.22,5877.22,audio/test3.flac,Sutter,38.83779,-121.86792
389,Common nighthawk call,Chordeiles minor,0.837,3,4249.84,4261.84,audio/test3.flac,Siskiyou,41.23365,-122.72232
390,Great horned owl,Bubo virginianus,0.618,2,12313.51,12325.51,audio/test3.flac,San Luis Obispo,35.44924,-121.09553
391,Common raven,Corvus corax,0.802,2,7677.29,7689.29,,Del Norte,41.87019,-123.52947
392,Great horned owl,Bubo virginianus,0.562,3,12211.16,12223.16,audio/test3.flac,Del Norte,41.83364,-123.7759
393,Common nighthawk call,Chordeiles minor,0.549,2,2337.32,2349.32,audio/test1.flac,San Diego,33.0427,-117.52933
394,Woodpecker spp. drum,NA,0.864,1,13372.78,13384.78,audio/test1.flac,Ventura,34.43211,-118.76096
395,Downy woodpecker call,Dryobates pubescens,0.816,3,8275.66,8287.66,audio/test1.flac,Colusa,39.03892,-121.99266
396,Sooty grouse,Dendragapus fuliginosus,0.869,1,12666.68,12678.68,audio/test1.flac,San Joaquin,38.12412,-121.58451
397,Northern saw-whet owl,Aegolius acadicus,0.351,2,8875.9,8887.9,audio/test1.flac,Contra Costa,37.8648,-122.2912
398,Wrentit,Chamaea fasciata,0.66,3,12393.27,12405.27,audio/test2.flac,Contra Costa,37.90824,-121.56984
399,Downy woodpecker call,Dryobates pubescens,0.46,1,6562.01,6574.01,audio/test1.flac,Kern,34.94282,-119.57503
400,Common nighthawk boom,Chordeiles minor,0.766,1,5325.17,5337.17,audio/test1.flac,Stanislaus,37.77586,-120.40875
401,Wrentit,Chamaea fasciata,0.832,1,77.09,89.09,,San Benito,36.40029,-121.04861
402,Wolf howl,Canis lupus,0.643,2,7504.76,7516.76,audio/test2.flac,Plumas,40.14971,-120.69673
403,Wolf howl,Canis lupus,0.582,2,9746.87,9758.87,audio/test3.flac,Lake,39.05582,-122.44517
404,Northern flicker 'skew',Colaptes auratus,0.697,1,484.87,496.87,audio/test1.flac,Kings,36.36075,-120.26648
405,Common raven,Corvus corax,0.945,1,14289.45,14301.45,,Sacramento,38.47664,-121.31708
406,Downy woodpecker call,Dryobates pubescens,0.558,3,2565.35,2577.35,audio/test1.flac,San Benito,36.35891,-121.06114
407,Marbled murrelet,Brachyramphus marmoratus,0.724,1,3061.43,3073.43,,Sutter,39.03639,-121.55806
408,Downy woodpecker call,Dryobates pubescens,0.695,3,10369.43,10381.43,audio/test2.flac,San Francisco,37.75711,-122.36361
409,Wrentit,Chamaea fasciata,0.826,2,13866.85,13878.85,audio/test2.flac,Los Angeles,33.99915,-118.66878
410,Common nighthawk call,Chordeiles minor,0.796,3,5845.07,5857.07,audio/test3.flac,Yolo,38.73795,-121.55747
411,Canada goose,Branta canadensis,0.731,3,4274.49,4286.49,audio/test3.flac,Sacramento,38.52384,-121.80841
412,Common nighthawk boom,Chordeiles minor,0.662,3,13777.42,13789.42,audio/test2.flac,Tulare,36.26254,-119.48177
413,Dog barks,NA,0.075,1,2381.06,2393.06,audio/test3.flac,San Benito,36.27694,-120.7544
414,Downy woodpecker call,Dryobates pubescens,0.528,1,9032.78,9044.78,,Amador,38.58058,-120.54114
415,Hermit thrush,Catharus guttatus,0.797,3,3176.23,3188.23,,Kings,36.17471,-120.00024
416,Downy woodpecker call,Dryobates pubescens,0.692,2,114.11,126.11,,Yuba,39.35526,-121.27864
417,Northern flicker series,Colaptes auratus,0.746,1,6927.17,6939.17,audio/test1.flac,Siskiyou,41.90465,-122.2306
418,Wrentit,Chamaea fasciata,0.572,1,7150.53,7162.53,,Mariposa,37.8033,-119.86366
419,Common nighthawk boom,Chordeiles minor,0.85,2,13558.45,13570.45,audio/test1.flac,Del Norte,41.93055,-123.68156
420,Canada goose,Branta canadensis,0.999,3,9135.97,9147.97,,San Mateo,37.60586,-122.47768
421,Downy woodpecker call,Dryobates pubescens,0.85,2,2568.34,2580.34,audio/test2.flac,Yuba,39.27177,-121.49064
422,Woodpecker spp. drum,NA,0.999,2,838.51,850.51,audio/test1.flac,Madera,36.98576,-119.29186
423,Steller's jay,Cyanocitta stelleri,0.693,1,14339.58,14351.58,,San Mateo,37.54007,-122.37734
424,Marbled murrelet,Brachyramphus marmoratus,0.788,2,1749.14,1761.14,audio/test2.flac,Butte,39.51364,-121.70221
425,Dog barks,NA,0.276,1,13472.42,13484.42,audio/test1.flac,Sutter,39.18055,-121.74848
426,Wrentit,Chamaea fasciata,0.862,1,9482.41,9494.41,audio/test2.flac,Orange,33.56894,-117.9763
427,Common raven,Corvus corax,0.785,3,7172.71,7184.71,,Orange,33.53256,-117.47448
428,Canada goose,Branta canadensis,0.87,1,7888.54,7900.54,audio/test3.flac,Sacramento,38.08658,-121.55986
429,Swainson's thrush,Catharus ustulatus,0.754,2,7944.86,7956.86,audio/test3.flac,Tulare,35.82644,-118.19091
430,Wolf howl,Canis lupus,0.8,2,10068.9,10080.9,,San Francisco,37.71159,-122.43249
431,Dog barks,NA,0.18,2,238.52,250.52,,Santa Clara,37.27922,-121.72971
432,Olive-sided flycatcher,Contopus cooperi,0.844,1,8342.19,8354.19,,Sutter,39.29469,-121.65169
433,Hermit thrush,Catharus guttatus,0.798,3,4131.11,4143.11,audio/test3.flac,Santa Barbara,34.28023,-120.13771
434,Great horned owl,Bubo virginianus,0.339,2,11529.1,11541.1,,San Bernardino,34.1127,-116.38412
435,Hermit thrush,Catharus guttatus,0.908,1,6168.98,6180.98,audio/test2.flac,San Diego,33.2226,-117.11358
436,Downy woodpecker call,Dryobates pubescens,0.468,3,12033.56,12045.56,,Yuba,39.21776,-121.3387
437,Dog barks,NA,0.05,2,14393.15,14405.15,audio/test3.flac,Tulare,36.6457,-119.20123
438,Swainson's thrush,Catharus ustulatus,0.905,1,378.1,390.1,audio/test2.flac,Mendocino,38.77864,-123.63561
439,Wrentit,Chamaea fasciata,0.75,1,9566.22,9578.22,audio/test2.flac,Kings,36.27008,-119.75659
440,Woodpecker spp. drum,NA,0.929,2,6504.53,6516.53,audio/test1.flac,Santa Barbara,34.39894,-119.77389
441,Northern flicker series,Colaptes auratus,0.535,1,3766.03,3778.03,audio/test3.flac,Modoc,41.27976,-120.95486
442,Sooty grouse,Dendragapus fuliginosus,0.788,1,2066.04,2078.04,audio/test3.flac,Santa Clara,37.34132,-121.41545
443,Northern flicker 'skew',Colaptes auratus,0.898,1,1941.3,1953.3,,Santa Barbara,34.60356,-120.22178
444,Steller's jay,Cyanocitta stelleri,0.867,2,5107.07,5119.07,audio/test2.flac,Sierra,39.76084,-120.16575
445,Common nighthawk boom,Chordeiles minor,0.999,3,3613.66,3625.66,audio/test3.flac,Los Angeles,34.28018,-118.51402
446,Downy woodpecker call,Dryobates pubescens,0.604,2,13734.85,13746.85,audio/test2.flac,Mono,38.09782,-118.00647
447,Common nighthawk call,Chordeiles minor,0.938,2,1683.7,1695.7,audio/test2.flac,Kern,35.63101,-119.79741
448,Hermit thrush,Catharus guttatus,0.853,3,1271.25,1283.25,,San Mateo,37.63355,-122.17297
449,Common nighthawk boom,Chordeiles minor,0.875,3,8437.43,8449.43,audio/test2.flac,Yolo,38.33346,-122.07978
450,Hermit thrush,Catharus guttatus,0.974,1,11066.87,11078.87,,San Diego,33.15371,-116.74726
451,Common nighthawk boom,Chordeiles minor,0.72,2,13954.6,13966.6,audio/test2.flac,El Dorado,38.93325,-121.06638
452,Woodpecker spp. drum,NA,0.859,2,5184.49,5196.49,audio/test1.flac,El Dorado,38.83911,-119.89973
453,Woodpecker spp. drum,NA,0.638,3,13170.17,13182.17,,Santa Cruz,37.12405,-122.25512
454,Dog barks,NA,0.254,2,10904.44,10916.44,audio/test3.flac,San Bernardino,35.68788,-117.31255
455,Olive-sided flycatcher,Contopus cooperi,0.961,2,429.75,441.75,audio/test2.flac,Santa Cruz,37.07304,-122.0049
456,Great horned owl,Bubo virginianus,0.511,1,187.66,199.66,audio/test1.flac,Tulare,36.6245,-118.81842
457,Northern flicker 'skew',Colaptes auratus,0.842,2,4652.33,4664.33,,Tulare,36.28781,-118.32787
458,Canada goose,Branta canadensis,0.9,3,6977.0,6989.0,,Ventura,34.78952,-119.18136
459,Common raven,Corvus corax,0.887,2,5674.07,5686.07,audio/test2.flac,Santa Cruz,36.87955,-122.20172
460,Olive-sided flycatcher,Contopus cooperi,0.93,3,7369.45,7381.45,audio/test2.flac,San Mateo,37.61099,-122.47592
461,Woodpecker spp. drum,NA,0.746,3,6778.24,6790.24,audio/test2.flac,Merced,37.00742,-120.07644
462,Hermit thrush,Catharus guttatus,0.999,3,11535.95,11547.95,audio/test2.flac,Santa Clara,37.14102,-121.92329
463,Woodpecker spp. drum,NA,0.785,2,8510.5,8522.5,audio/test3.flac,Tuolumne,38.10035,-120.50136
464,Hermit thrush,Catharus guttatus,0.689,3,11566.84,11578.84,audio/test3.flac,Modoc,41.9683,-120.48987
465,Great horned owl,Bubo virginianus,0.699,2,4672.43,4684.43,audio/test3.flac,Humboldt,40.42925,-123.51787
466,Hermit thrush,Catharus guttatus,0.785,1,7283.34,7295.34,audio/test2.flac,Alpine,38.42534,-119.75003
467,Great horned owl,Bubo virginianus,0.542,2,8603.45,8615.45,audio/test1.flac,Ventura,34.00406,-119.26082
468,Marbled murrelet,Brachyramphus marmoratus,0.723,3,4526.5,4538.5,audio/test1.flac,Santa Clara,37.41617,-121.2462
469,Olive-sided flycatcher,Contopus cooperi,0.68,2,5540.0,5552.0,audio/test3.flac,San Mateo,37.566,-122.36124
470,Woodpecker spp. drum,NA,0.967,1,2992.4,3004.4,audio/test2.flac,Los Angeles,34.50033,-118.58533
471,Marbled murrelet,Brachyramphus marmoratus,0.792,3,11372.8,11384.8,,Fresno,36.5764,-120.55006
472,Great horned owl,Bubo virginianus,0.379,2,7921.98,7933.98,audio/test1.flac,San Bernardino,35.75706,-116.7325
473,Olive-sided flycatcher,Contopus cooperi,0.935,2,10888.47,10900.47,audio/test3.flac,Los Angeles,33.70977,-118.1569
474,Swainson's thrush,Catharus ustulatus,0.968,1,6838.08,6850.08,audio/test2.flac,Lassen,40.9827,-121.05821
475,Sooty grouse,Dendragapus fuliginosus,0.652,1,2500.39,2512.39,audio/test1.flac,Santa Clara,36.96847,-121.26333
