id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon,date,ARU_ID
379,Marbled murrelet,Brachyramphus marmoratus,0.685,3,1945.12,1957.12,,Lassen,40.93556,-120.561,2026-03-11,1213
380,Hermit thrush,Catharus guttatus,0.925,3,4541.85,4553.85,,Alpine,38.65241,-120.11382,2026-04-18,9874
381,Olive-sided flycatcher,Contopus cooperi,0.821,1,11820.18,11832.18,audio/test3.flac,Santa Barbara,35.16503,-120.62859,2026-01-02,1334
382,Canada goose,Branta canadensis,0.705,2,10774.29,10786.29,audio/test3.flac,San Mateo,37.61585,-122.41248,2026-01-12,1334
383,Marbled murrelet,Brachyramphus marmoratus,0.862,1,13516.87,13528.87,,Stanislaus,37.8682,-120.82994,2026-04-29,9874
384,Sooty grouse,Dendragapus fuliginosus,0.872,2,5622.15,5634.15,audio/test1.flac,Siskiyou,41.18724,-123.32158,2026-04-07,1334
385,Hermit thrush,Catharus guttatus,0.737,1,11745.18,11757.18,,Alpine,38.55951,-119.80116,2026-04-19,2212
386,Canada goose,Branta canadensis,0.879,3,2130.25,2142.25,audio/test1.flac,Humboldt,40.13365,-123.61083,2026-01-31,1213
387,Steller's jay,Cyanocitta stelleri,0.612,2,3773.16,3785.16,audio/test2.flac,Tuolumne,38.04791,-119.41546,2026-01-22,1334
388,Northern flicker series,Colaptes auratus,0.609,3,3641.0,3653.0,,Lake,38.94392,-122.60992,2026-02-22,1556
389,Downy woodpecker call,Dryobates pubescens,0.317,2,4862.47,4874.47,audio/test1.flac,Glenn,39.45485,-122.25442,2026-03-04,2452
390,Wrentit,Chamaea fasciata,0.763,3,9563.23,9575.23,audio/test3.flac,Alameda,37.7942,-121.72703,2026-03-03,1334
391,Wolf howl,Canis lupus,0.626,1,2715.36,2727.36,,San Diego,33.23197,-117.56514,2026-01-28,2452
392,Marbled murrelet,Brachyramphus marmoratus,0.872,3,7740.38,7752.38,audio/test2.flac,Stanislaus,37.92119,-121.19269,2026-04-21,2452
393,Common nighthawk boom,Chordeiles minor,0.964,2,7572.67,7584.67,audio/test1.flac,San Joaquin,38.1719,-120.95836,2026-02-21,2452
394,Downy woodpecker call,Dryobates pubescens,0.602,3,12091.15,12103.15,audio/test2.flac,Placer,39.03388,-120.93756,2026-04-26,9874
395,Northern flicker 'skew',Colaptes auratus,0.87,2,12998.96,13010.96,audio/test2.flac,Kings,36.4397,-119.53687,2026-01-08,2212
396,Woodpecker spp. drum,NA,0.834,2,7927.03,7939.03,,Mendocino,39.89143,-123.26241,2026-01-22,9874
397,Northern saw-whet owl,Aegolius acadicus,0.308,1,3565.9,3577.9,,Calaveras,37.93633,-120.03675,2026-02-18,2212
398,Dog barks,NA,0.114,3,2365.09,2377.09,,Sierra,39.44996,-120.40242,2026-01-01,4653
399,Northern saw-whet owl,Aegolius acadicus,0.43,2,5589.15,5601.15,audio/test1.flac,Alameda,37.55064,-122.04229,2026-02-19,3332
400,Common nighthawk boom,Chordeiles minor,0.852,2,6393.82,6405.82,audio/test2.flac,Del Norte,41.87244,-123.88037,2026-02-03,2212
401,Northern flicker 'skew',Colaptes auratus,0.711,3,2616.79,2628.79,audio/test3.flac,Merced,37.0162,-121.12057,2026-04-29,3332
402,Great horned owl,Bubo virginianus,0.548,1,8146.66,8158.66,audio/test3.flac,Sonoma,38.12601,-122.39163,2026-04-11,1334
403,Great horned owl,Bubo virginianus,0.646,3,1839.97,1851.97,audio/test3.flac,San Luis Obispo,35.56388,-120.01987,2026-04-11,9874
404,Woodpecker spp. drum,NA,0.815,3,7817.23,7829.23,,Santa Barbara,34.30201,-120.13631,2026-02-28,9874
405,Steller's jay,Cyanocitta stelleri,0.771,2,13144.09,13156.09,,Placer,39.07216,-121.11805,2026-02-06,1556
406,Common nighthawk call,Chordeiles minor,0.907,1,10876.64,10888.64,,Kern,35.3411,-119.81759,2026-02-24,9874
407,Olive-sided flycatcher,Contopus cooperi,0.962,1,97.36,109.36,audio/test1.flac,Kern,35.04217,-117.71011,2026-03-31,1213
408,Common nighthawk call,Chordeiles minor,0.803,1,249.54,261.54,,Lake,39.35266,-122.51185,2026-04-04,3332
409,Steller's jay,Cyanocitta stelleri,0.708,1,8193.37,8205.37,,Sacramento,38.65315,-121.77038,2026-04-11,1556
410,Wolf howl,Canis lupus,0.611,2,7190.44,7202.44,,Santa Clara,37.38513,-121.49579,2026-03-13,2452
411,Great horned owl,Bubo virginianus,0.385,3,4510.86,4522.86,,Riverside,33.69458,-116.94803,2026-03-26,1213
412,Great horned owl,Bubo virginianus,0.507,2,6591.49,6603.49,,San Luis Obispo,35.34977,-119.99608,2026-04-02,2452
413,Dog barks,NA,0.131,2,9904.9,9916.9,,Sonoma,38.72781,-123.22027,2026-03-04,4653
414,Great horned owl,Bubo virginianus,0.559,3,8965.75,8977.75,audio/test2.flac,Nevada,39.40361,-120.02563,2026-01-20,1334
415,Hermit thrush,Catharus guttatus,0.626,2,376.1,388.1,audio/test1.flac,Santa Clara,37.32721,-122.17522,2026-01-25,3332
416,Wolf howl,Canis lupus,0.828,3,2745.17,2757.17,audio/test3.flac,Alameda,37.67975,-121.85514,2026-02-07,1213
417,Woodpecker spp. drum,NA,0.878,3,5432.46,5444.46,audio/test2.flac,Ventura,34.39627,-118.96696,2026-01-28,2452
418,Wolf howl,Canis lupus,0.877,1,4678.6,4690.6,,Orange,33.5483,-117.96994,2026-01-08,4653
419,Northern saw-whet owl,Aegolius acadicus,0.394,1,11621.11,11633.11,audio/test3.flac,Kern,35.08849,-117.87941,2026-03-16,3332
420,Northern flicker 'skew',Colaptes auratus,0.71,1,10413.51,10425.51,audio/test2.flac,Ventura,34.59146,-119.14663,2026-04-05,1334
421,Olive-sided flycatcher,Contopus cooperi,0.836,1,6841.21,6853.21,audio/test2.flac,Siskiyou,41.81189,-122.3625,2026-03-11,9874
422,Steller's jay,Cyanocitta stelleri,0.719,3,14183.97,14195.97,audio/test1.flac,Amador,38.28021,-120.65031,2026-01-08,1334
423,Wrentit,Chamaea fasciata,0.971,2,13329.62,13341.62,,San Benito,36.66158,-121.36804,2026-04-06,2452
424,Marbled murrelet,Brachyramphus marmoratus,0.855,3,1790.02,1802.02,audio/test3.flac,Butte,39.84092,-121.25439,2026-02-10,2212
425,Wrentit,Chamaea fasciata,0.741,2,11036.59,11048.59,,Kings,35.87515,-120.06994,2026-01-08,1213
426,Northern flicker series,Colaptes auratus,0.769,2,13494.0,13506.0,audio/test2.flac,San Luis Obispo,35.68015,-120.53428,2026-01-07,1213
427,Common raven,Corvus corax,0.552,2,13576.35,13588.35,audio/test2.flac,Del Norte,41.58803,-123.5125,2026-03-16,1334
428,Northern flicker 'skew',Colaptes auratus,0.699,1,11172.6,11184.6,audio/test3.flac,Shasta,40.45363,-121.51995,2026-03-03,2212
429,Common nighthawk call,Chordeiles minor,0.643,2,6041.33,6053.33,audio/test2.flac,Siskiyou,41.56861,-122.67519,2026-03-06,2452
430,Common raven,Corvus corax,0.818,1,8417.35,8429.35,audio/test1.flac,Santa Cruz,37.10823,-122.12768,2026-04-28,1334
431,Olive-sided flycatcher,Contopus cooperi,0.951,2,7412.15,7424.15,audio/test3.flac,Sutter,39.26505,-121.80435,2026-04-20,1556
432,Wolf howl,Canis lupus,0.645,3,11782.01,11794.01,audio/test1.flac,San Francisco,37.80163,-122.47815,2026-03-09,1556
433,Dog barks,NA,0.132,2,4458.75,4470.75,audio/test3.flac,Stanislaus,37.59422,-120.62187,2026-01-21,1556
434,Canada goose,Branta canadensis,0.662,3,7866.94,7878.94,audio/test3.flac,Yolo,38.50947,-121.62089,2026-01-08,9874
435,Common raven,Corvus corax,0.633,2,8445.75,8457.75,audio/test3.flac,Monterey,36.12484,-121.31893,2026-03-07,2452
436,Marbled murrelet,Brachyramphus marmoratus,0.544,2,11348.95,11360.95,audio/test1.flac,Sonoma,38.14319,-123.16724,2026-01-11,1334
437,Wrentit,Chamaea fasciata,0.711,2,10907.43,10919.43,audio/test1.flac,Imperial,32.95658,-115.63838,2026-04-19,9874
438,Canada goose,Branta canadensis,0.686,3,4558.98,4570.98,audio/test3.flac,Glenn,39.39311,-121.98558,2026-01-24,1556
439,Northern saw-whet owl,Aegolius acadicus,0.536,2,8276.39,8288.39,audio/test2.flac,Colusa,39.01068,-122.39664,2026-01-09,1213
440,Wolf howl,Canis lupus,0.743,1,3082.44,3094.44,audio/test2.flac,Orange,33.46599,-117.80615,2026-03-18,2452
441,Marbled murrelet,Brachyramphus marmoratus,0.593,3,11737.93,11749.93,,Sonoma,38.66616,-122.47634,2026-01-09,1556
442,Sooty grouse,Dendragapus fuliginosus,0.705,2,1765.85,1777.85,audio/test3.flac,Mariposa,37.83779,-119.66138,2026-03-28,3332
443,Dog barks,NA,0.067,3,6487.46,6499.46,audio/test3.flac,Sierra,39.72621,-120.68613,2026-04-21,4653
444,Great horned owl,Bubo virginianus,0.691,2,77.02,89.02,audio/test3.flac,Riverside,33.66119,-116.33952,2026-01-31,2212
445,Downy woodpecker call,Dryobates pubescens,0.664,3,452.94,464.94,,Riverside,34.02906,-117.40573,2026-02-21,1334
446,Great horned owl,Bubo virginianus,0.572,2,10809.95,10821.95,audio/test1.flac,Tehama,40.42718,-121.90461,2026-01-16,9874
447,Common nighthawk boom,Chordeiles minor,0.882,3,516.3,528.3,audio/test2.flac,Mariposa,37.73522,-119.79982,2026-05-01,9874
448,Steller's jay,Cyanocitta stelleri,0.89,1,12894.03,12906.03,,Kern,35.10061,-119.8445,2026-04-24,2452
449,Marbled murrelet,Brachyramphus marmoratus,0.772,3,9357.3,9369.3,audio/test2.flac,Sonoma,38.44119,-123.13993,2026-03-14,4653
450,Sooty grouse,Dendragapus fuliginosus,0.909,2,7730.41,7742.41,,Merced,36.9611,-121.13241,2026-02-01,1334
451,Wolf howl,Canis lupus,0.903,2,10725.91,10737.91,audio/test1.flac,Orange,33.80854,-118.06396,2026-03-16,4653
452,Marbled murrelet,Brachyramphus marmoratus,0.909,2,2508.03,2520.03,audio/test1.flac,San Francisco,37.71389,-122.44305,2026-03-18,1213
453,Canada goose,Branta canadensis,0.7,2,5099.25,5111.25,audio/test1.flac,San Mateo,37.31204,-122.47911,2026-01-06,3332
454,Sooty grouse,Dendragapus fuliginosus,0.873,1,4478.01,4490.01,audio/test2.flac,Tehama,39.93748,-122.18126,2026-03-21,2452
455,Northern flicker 'skew',Colaptes auratus,0.86,2,11203.44,11215.44,audio/test2.flac,Merced,37.45923,-120.61568,2026-01-11,3332
456,Dog barks,NA,0.096,2,6745.44,6757.44,audio/test3.flac,Napa,38.81918,-122.55709,2026-02-23,2452
457,Dog barks,NA,0.398,1,7209.17,7221.17,audio/test3.flac,Calaveras,38.35955,-120.37494,2026-03-26,1334
458,Wrentit,Chamaea fasciata,0.808,2,3325.82,3337.82,audio/test3.flac,Alameda,37.76792,-121.77067,2026-03-16,1334
459,Great horned owl,Bubo virginianus,0.556,1,6982.23,6994.23,audio/test1.flac,Humboldt,41.15791,-123.80874,2026-03-14,9874
460,Swainson's thrush,Catharus ustulatus,0.694,1,7361.16,7373.16,audio/test3.flac,Lassen,41.12896,-120.88065,2026-03-08,4653
461,Northern flicker series,Colaptes auratus,0.628,3,2855.07,2867.07,audio/test3.flac,Lake,39.30339,-122.68591,2026-02-10,1213
462,Olive-sided flycatcher,Contopus cooperi,0.723,3,8388.74,8400.74,,Trinity,40.35866,-123.48931,2026-04-30,3332
463,Hermit thrush,Catharus guttatus,0.867,1,8227.52,8239.52,audio/test2.flac,Inyo,36.18187,-117.01317,2026-02-03,1556
464,Northern flicker 'skew',Colaptes auratus,0.828,2,1104.37,1116.37,,Monterey,36.46672,-121.06337,2026-01-27,2212
465,Marbled murrelet,Brachyramphus marmoratus,0.918,3,7077.9,7089.9,audio/test3.flac,Santa Barbara,34.57596,-119.74145,2026-03-27,1213
466,Common raven,Corvus corax,0.899,2,573.25,585.25,audio/test3.flac,Monterey,36.7973,-121.43269,2026-04-02,1334
467,Canada goose,Branta canadensis,0.773,1,10070.23,10082.23,,Amador,38.36242,-120.31898,2026-02-10,1213
468,Swainson's thrush,Catharus ustulatus,0.875,2,14118.64,14130.64,,Marin,38.04746,-122.37339,2026-01-31,2452
469,Olive-sided flycatcher,Contopus cooperi,0.766,3,4526.47,4538.47,,Solano,38.20467,-121.92053,2026-02-03,3332
470,Canada goose,Branta canadensis,0.81,2,12926.49,12938.49,audio/test3.flac,Humboldt,41.06699,-124.21164,2026-02-20,1213
471,Northern flicker series,Colaptes auratus,0.532,2,7600.63,7612.63,audio/test1.flac,Tuolumne,38.3958,-119.83166,2026-01-17,2452
472,Common nighthawk boom,Chordeiles minor,0.77,3,932.73,944.73,audio/test1.flac,Mendocino,39.46956,-122.9697,2026-03-27,9874
473,Olive-sided flycatcher,Contopus cooperi,0.893,2,4375.62,4387.62,audio/test1.flac,Kern,34.8423,-119.82966,2026-03-24,4653
474,Northern saw-whet owl,Aegolius acadicus,0.561,3,7387.09,7399.09,audio/test1.flac,Marin,38.21438,-122.44947,2026-02-08,2452
475,Canada goose,Branta canadensis,0.925,2,9933.53,9945.53,audio/test3.flac,San Joaquin,37.79418,-121.35,2026-02-28,2452
476,Dog barks,NA,0.337,2,10640.48,10652.48,audio/test2.flac,Sutter,38.80439,-121.46241,2026-02-10,1213
477,Dog barks,NA,0.05,2,2008.99,2020.99,audio/test3.flac,San Bernardino,34.72465,-114.81063,2026-04-29,1556
478,Great horned owl,Bubo virginianus,0.541,1,343.7,355.7,,Tulare,36.39957,-119.41533,2026-04-07,4653
479,Downy woodpecker call,Dryobates pubescens,0.62,2,3627.22,3639.22,audio/test3.flac,Colusa,39.09061,-122.48074,2026-04-30,3332
480,Hermit thrush,Catharus guttatus,0.656,3,7794.24,7806.24,audio/test1.flac,Alpine,38.62835,-119.63121,2026-01-10,2212
481,Common raven,Corvus corax,0.822,2,3874.09,3886.09,audio/test1.flac,Orange,33.79482,-117.70896,2026-01-02,2452
482,Canada goose,Branta canadensis,0.823,1,8204.4,8216.4,,Nevada,39.18532,-121.16303,2026-02-28,2452
483,Steller's jay,Cyanocitta stelleri,0.78,1,13544.74,13556.74,audio/test1.flac,Sierra,39.49372,-121.14714,2026-03-21,9874
484,Northern flicker 'skew',Colaptes auratus,0.825,3,1853.74,1865.74,audio/test2.flac,Madera,37.11197,-119.36057,2026-03-14,2212
485,Great horned owl,Bubo virginianus,0.444,1,11719.63,11731.63,audio/test2.flac,Kern,35.4682,-119.39201,2026-01-13,1334
486,Hermit thrush,Catharus guttatus,0.862,2,11123.6,11135.6,audio/test3.flac,Alpine,38.59635,-119.55978,2026-01-10,2452
487,Common raven,Corvus corax,0.835,3,8839.87,8851.87,audio/test3.flac,Tulare,36.33938,-118.78675,2026-03-10,2212
488,Canada goose,Branta canadensis,0.999,3,11571.76,11583.76,audio/test2.flac,San Mateo,37.42986,-122.42032,2026-01-28,4653
489,Olive-sided flycatcher,Contopus cooperi,0.969,2,7130.96,7142.96,audio/test3.flac,Los Angeles,34.12488,-117.92931,2026-03-06,4653
490,Marbled murrelet,Brachyramphus marmoratus,0.662,2,7949.59,7961.59,audio/test2.flac,Siskiyou,41.28424,-123.65914,2026-02-03,4653
491,Northern saw-whet owl,Aegolius acadicus,0.535,1,4162.02,4174.02,audio/test2.flac,Riverside,33.88641,-114.47265,2026-01-17,2212
492,Great horned owl,Bubo virginianus,0.428,3,2140.87,2152.87,audio/test1.flac,Humboldt,40.74603,-123.55737,2026-04-30,1334
493,Dog barks,NA,0.42,3,5574.83,5586.83,,Santa Cruz,37.12404,-121.76958,2026-02-14,4653
494,Marbled murrelet,Brachyramphus marmoratus,0.853,3,11930.61,11942.61,audio/test2.flac,Amador,38.21129,-120.27223,2026-04-23,1334
495,Northern flicker series,Colaptes auratus,0.589,2,12423.18,12435.18,audio/test1.flac,Sacramento,38.37898,-121.14515,2026-01-09,9874
496,Woodpecker spp. drum,NA,0.623,3,10846.55,10858.55,audio/test1.flac,Riverside,33.60011,-117.09094,2026-04-23,9874
497,Downy woodpecker call,Dryobates pubescens,0.785,2,10470.86,10482.86,audio/test1.flac,Colusa,39.5395,-122.35441,2026-02-01,9874
498,Common nighthawk boom,Chordeiles minor,0.715,2,8931.53,8943.53,,Del Norte,41.76058,-123.77783,2026-02-17,2212
499,Wolf howl,Canis lupus,0.965,1,6378.04,6390.04,audio/test1.flac,Contra Costa,37.79058,-121.63636,2026-02-06,2212
500,Sooty grouse,Dendragapus fuliginosus,0.764,3,14124.29,14136.29,,Merced,37.43775,-120.81098,2026-01-21,3332
501,Woodpecker spp. drum,NA,0.559,1,14140.15,14152.15,,Mendocino,39.88071,-123.9212,2026-02-26,4653
502,Woodpecker spp. drum,NA,0.781,2,11114.64,11126.64,audio/test1.flac,Ventura,34.81478,-119.07098,2026-04-17,2212
503,Wrentit,Chamaea fasciata,0.691,3,7431.29,7443.29,audio/test2.flac,Riverside,33.9716,-115.24067,2026-03-11,1334
504,Steller's jay,Cyanocitta stelleri,0.689,3,14261.47,14273.47,audio/test2.flac,Sacramento,38.17487,-121.04345,2026-04-01,2452
505,Dog barks,NA,0.05,2,5016.8,5028.8,,San Joaquin,37.98952,-121.23038,2026-02-08,9874
506,Common raven,Corvus corax,0.948,2,5205.48,5217.48,audio/test2.flac,San Bernardino,34.69045,-114.25827,2026-03-20,4653
507,Northern saw-whet owl,Aegolius acadicus,0.505,3,6591.15,6603.15,audio/test2.flac,Contra Costa,37.85743,-121.86605,2026-04-14,1213
508,Northern saw-whet owl,Aegolius acadicus,0.543,2,9683.54,9695.54,audio/test1.flac,Plumas,39.78512,-121.14815,2026-03-25,1556
509,Downy woodpecker call,Dryobates pubescens,0.37,1,8302.18,8314.18,audio/test3.flac,Modoc,41.46796,-121.02994,2026-03-09,1334
510,Common nighthawk boom,Chordeiles minor,0.903,3,8006.17,8018.17,audio/test3.flac,Mendocino,39.3889,-123.79708,2026-01-02,1334
511,Marbled murrelet,Brachyramphus marmoratus,0.752,2,3604.35,3616.35,,Stanislaus,37.42453,-120.65837,2026-03-27,1213
512,Canada goose,Branta canadensis,0.999,1,12062.99,12074.99,audio/test1.flac,San Mateo,37.32756,-122.50694,2026-04-15,2452
513,Northern flicker series,Colaptes auratus,0.602,2,7652.22,7664.22,audio/test3.flac,Mariposa,37.2793,-119.57973,2026-03-12,2212
514,Marbled murrelet,Brachyramphus marmoratus,0.944,2,7067.23,7079.23,audio/test1.flac,Sutter,39.24881,-121.42754,2026-02-08,2452
515,Olive-sided flycatcher,Contopus cooperi,0.999,3,10281.08,10293.08,,Tulare,35.98976,-118.39954,2026-04-30,2212
516,Hermit thrush,Catharus guttatus,0.999,3,12434.29,12446.29,audio/test2.flac,Modoc,41.593,-120.00512,2026-03-26,1334
517,Sooty grouse,Dendragapus fuliginosus,0.879,1,3037.6,3049.6,,Santa Clara,37.22932,-122.04963,2026-01-14,4653
518,Northern flicker series,Colaptes auratus,0.641,3,6910.32,6922.32,audio/test3.flac,Marin,38.01603,-122.65313,2026-05-01,9874
519,Marbled murrelet,Brachyramphus marmoratus,0.859,3,2459.58,2471.58,audio/test3.flac,Imperial,33.08661,-114.90157,2026-04-23,2212
520,Great horned owl,Bubo virginianus,0.561,2,4179.89,4191.89,audio/test3.flac,Tulare,36.6162,-118.21105,2026-01-18,1334
521,Woodpecker spp. drum,NA,0.762,3,11087.26,11099.26,audio/test1.flac,Glenn,39.66516,-122.20908,2026-02-03,1334
522,Common nighthawk call,Chordeiles minor,0.84,3,11880.54,11892.54,audio/test3.flac,Glenn,39.5029,-122.28951,2026-01-15,2212
523,Downy woodpecker call,Dryobates pubescens,0.457,3,10732.53,10744.53,audio/test2.flac,Modoc,41.23174,-120.5029,2026-04-24,2212
524,Steller's jay,Cyanocitta stelleri,0.749,2,6499.15,6511.15,audio/test2.flac,Sierra,39.41882,-120.79144,2026-01-14,2212
525,Marbled murrelet,Brachyramphus marmoratus,0.82,1,13335.31,13347.31,audio/test3.flac,Mariposa,37.31433,-120.19711,2026-04-06,4653
526,Common nighthawk call,Chordeiles minor,0.878,1,5465.98,5477.98,audio/test2.flac,Solano,38.51046,-121.72594,2026-03-12,9874
527,Steller's jay,Cyanocitta stelleri,0.528,2,11951.19,11963.19,,Del Norte,41.7209,-124.23909,2026-01-20,1334
528,Swainson's thrush,Catharus ustulatus,0.81,1,5044.62,5056.62,,El Dorado,38.85686,-120.9562,2026-02-04,4653
529,Great horned owl,Bubo virginianus,0.414,2,3663.58,3675.58,audio/test3.flac,Alpine,38.72891,-120.11685,2026-02-06,2212
530,Dog barks,NA,0.315,3,10898.69,10910.69,audio/test3.flac,Santa Cruz,37.1358,-121.97397,2026-03-19,2452
531,Sooty grouse,Dendragapus fuliginosus,0.701,2,8597.58,8609.58,audio/test2.flac,Santa Clara,37.01488,-121.58823,2026-01-27,1334
532,Common nighthawk call,Chordeiles minor,0.761,3,6586.41,6598.41,audio/test1.flac,Humboldt,40.37561,-124.2063,2026-04-02,2212
533,Great horned owl,Bubo virginianus,0.635,2,11540.52,11552.52,audio/test3.flac,San Luis Obispo,35.77107,-119.59633,2026-02-13,4653
534,Marbled murrelet,Brachyramphus marmoratus,0.793,1,8493.21,8505.21,audio/test2.flac,Los Angeles,34.46465,-118.56037,2026-01-27,2212
535,Sooty grouse,Dendragapus fuliginosus,0.849,3,4932.08,4944.08,,San Joaquin,38.0724,-121.514,2026-03-29,1334
536,Marbled murrelet,Brachyramphus marmoratus,0.919,2,11719.83,11731.83,,Mariposa,37.88683,-119.69138,2026-03-23,3332
537,Downy woodpecker call,Dryobates pubescens,0.496,1,8872.03,8884.03,,San Francisco,37.82855,-122.46486,2026-04-20,9874
538,Wrentit,Chamaea fasciata,0.8,2,6522.84,6534.84,audio/test2.flac,San Benito,36.43468,-121.35639,2026-02-03,9874
539,Common raven,Corvus corax,0.902,3,5695.66,5707.66,,Tuolumne,38.20549,-120.27092,2026-03-06,4653
540,Woodpecker spp. drum,NA,0.863,2,1627.04,1639.04,,Kern,34.94008,-119.33671,2026-03-04,4653
541,Steller's jay,Cyanocitta stelleri,0.791,3,4758.59,4770.59,audio/test1.flac,San Mateo,37.48542,-122.49557,2026-02-02,1213
542,Swainson's thrush,Catharus ustulatus,0.903,2,10255.56,10267.56,audio/test3.flac,Orange,33.84228,-117.67303,2026-04-26,1334
543,Wrentit,Chamaea fasciata,0.734,3,972.33,984.33,audio/test3.flac,Amador,38.2196,-120.63162,2026-04-27,1556
544,Swainson's thrush,Catharus ustulatus,0.81,1,1481.38,1493.38,audio/test1.flac,Los Angeles,34.80214,-117.91563,2026-04-19,1213
545,Great horned owl,Bubo virginianus,0.677,3,10644.54,10656.54,,Mendocino,39.9132,-122.97332,2026-01-07,1334
546,Great horned owl,Bubo virginianus,0.515,3,6658.6,6670.6,,Sierra,39.62578,-120.37312,2026-01-12,4653
547,Sooty grouse,Dendragapus fuliginosus,0.782,1,8248.21,8260.21,,Tehama,39.87352,-121.81607,2026-03-23,1556
548,Downy woodpecker call,Dryobates pubescens,0.724,3,11254.47,11266.47,audio/test1.flac,Nevada,39.13957,-120.77995,2026-02-24,9874
549,Dog barks,NA,0.266,3,12926.44,12938.44,audio/test2.flac,Sutter,39.16353,-121.52357,2026-04-17,2212
550,Marbled murrelet,Brachyramphus marmoratus,0.717,3,14320.14,14332.14,audio/test2.flac,Yolo,38.46165,-121.79731,2026-02-05,2212
551,Marbled murrelet,Brachyramphus marmoratus,0.699,2,13967.23,13979.23,audio/test3.flac,Sonoma,38.70325,-122.54154,2026-01-06,3332
552,Downy woodpecker call,Dryobates pubescens,0.528,1,9008.93,9020.93,audio/test1.flac,Plumas,39.83183,-120.20663,2026-01-01,2452
553,Downy woodpecker call,Dryobates pubescens,0.599,1,12481.11,12493.11,audio/test2.flac,Ventura,34.72246,-119.17576,2026-02-12,1213
554,Woodpecker spp. drum,NA,0.857,2,10691.71,10703.71,audio/test3.flac,Contra Costa,37.84766,-122.18142,2026-04-09,2452
555,Great horned owl,Bubo virginianus,0.745,2,5670.31,5682.31,audio/test3.flac,San Luis Obispo,35.21041,-120.80123,2026-01-17,2212
556,Olive-sided flycatcher,Contopus cooperi,0.913,1,6414.67,6426.67,audio/test1.flac,Kern,35.34414,-118.24198,2026-03-23,2212
557,Wrentit,Chamaea fasciata,0.842,1,5719.4,5731.4,audio/test3.flac,Colusa,39.44396,-122.24558,2026-02-03,3332
558,Northern saw-whet owl,Aegolius acadicus,0.631,2,7455.82,7467.82,audio/test1.flac,Sacramento,38.29475,-121.20593,2026-01-21,1334
559,Swainson's thrush,Catharus ustulatus,0.999,3,6179.47,6191.47,audio/test1.flac,Tulare,36.71938,-118.36866,2026-04-05,1213
560,Marbled murrelet,Brachyramphus marmoratus,0.562,2,9961.39,9973.39,audio/test3.flac,Stanislaus,37.30269,-121.31691,2026-02-26,3332
561,Wolf howl,Canis lupus,0.776,3,12383.74,12395.74,,Placer,39.08526,-121.01555,2026-03-12,1556
562,Swainson's thrush,Catharus ustulatus,0.747,2,4222.29,4234.29,,Tehama,40.35238,-122.56146,2026-04-01,3332
563,Sooty grouse,Dendragapus fuliginosus,0.86,2,5308.32,5320.32,audio/test2.flac,Amador,38.45842,-120.46061,2026-02-24,1556
564,Wolf howl,Canis lupus,0.776,1,7721.2,7733.2,audio/test1.flac,Santa Clara,37.23364,-121.29202,2026-03-13,4653
565,Northern flicker 'skew',Colaptes auratus,0.743,2,4977.98,4989.98,audio/test2.flac,Monterey,36.69851,-120.76162,2026-01-02,1556
566,Olive-sided flycatcher,Contopus cooperi,0.954,2,3372.76,3384.76,,Napa,38.61113,-122.33734,2026-01-15,2452
567,Wrentit,Chamaea fasciata,0.766,1,10097.41,10109.41,audio/test3.flac,Modoc,41.78229,-120.60373,2026-01-10,1556
568,Northern saw-whet owl,Aegolius acadicus,0.469,3,10707.2,10719.2,audio/test1.flac,Calaveras,38.30479,-120.18902,2026-05-01,1556
569,Hermit thrush,Catharus guttatus,0.775,2,5759.44,5771.44,audio/test1.flac,Glenn,39.66674,-122.2661,2026-04-24,3332
570,Olive-sided flycatcher,Contopus cooperi,0.977,3,11277.76,11289.76,,Sutter,39.27608,-121.66079,2026-03-30,4653
571,Common nighthawk boom,Chordeiles minor,0.892,2,13382.31,13394.31,audio/test2.flac,San Joaquin,37.57697,-121.49149,2026-04-26,9874
572,Steller's jay,Cyanocitta stelleri,0.744,3,3105.6,3117.6,,Calaveras,38.20876,-120.27758,2026-01-20,2452
573,Swainson's thrush,Catharus ustulatus,0.999,2,3057.45,3069.45,,Yuba,39.46577,-121.06384,2026-03-11,1334
574,Wrentit,Chamaea fasciata,0.961,3,6793.95,6805.95,audio/test3.flac,Madera,37.44613,-119.52761,2026-01-05,1334
575,Wolf howl,Canis lupus,0.592,2,675.23,687.23,audio/test1.flac,Lake,39.27203,-122.57923,2026-04-17,1556
576,Olive-sided flycatcher,Contopus cooperi,0.71,2,6465.24,6477.24,audio/test1.flac,Santa Cruz,36.88801,-121.68863,2026-02-17,4653
577,Northern saw-whet owl,Aegolius acadicus,0.242,2,10940.1,10952.1,audio/test2.flac,Calaveras,38.01417,-120.32195,2026-03-16,3332
578,Olive-sided flycatcher,Contopus cooperi,0.999,2,3647.58,3659.58,,Madera,37.40369,-119.73149,2026-03-12,3332
579,Wolf howl,Canis lupus,0.625,3,4041.62,4053.62,,Orange,33.41663,-117.70924,2026-01-19,4653
580,Marbled murrelet,Brachyramphus marmoratus,0.796,2,12997.6,13009.6,audio/test3.flac,Lake,39.01701,-122.86382,2026-02-25,1556
581,Olive-sided flycatcher,Contopus cooperi,0.907,2,13319.11,13331.11,audio/test1.flac,Trinity,40.43308,-122.94961,2026-01-17,3332
