index,id,audio_path,audio_uri,audio_uri_public,audio_url,common_name,confidence,deployment_code,deployment_placename,deployment_subproject,end_time,lat,lon,rank,recording_end_datetime,recording_id,recording_start_datetime,scientific_name,start_time
4212,4212,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8724608421325684,SFVWA3_2023,SFVWA3,2023,21723.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,21720.0
623,623,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Great Horned Owl,0.7061750888824463,SFSB2_2023,SFSB2,2023,17841.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Bubo virginianus,17838.0
7859,7859,audio/samples/SELER4_2023.20230512_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/SELER4_2023/20230512_000000.flac,s3://dse-soundhub/public/audio/samples/SELER4_2023.20230512_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/SELER4_2023.20230512_000000.flac,Pacific-slope Flycatcher,0.6582786440849304,USRO4_2023,USRO4,2023,24567.0,38.49073897,-122.5874585,1,2023-05-12T09:00:00,2534,2023-05-12T00:00:00,Empidonax difficilis,24564.0
7795,7795,audio/samples/SELER4_2023.20230512_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/SELER4_2023/20230512_000000.flac,s3://dse-soundhub/public/audio/samples/SELER4_2023.20230512_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/SELER4_2023.20230512_000000.flac,Bell's Vireo,0.9935257434844972,USRO4_2023,USRO4,2023,21747.0,38.49073897,-122.5874585,1,2023-05-12T09:00:00,2534,2023-05-12T00:00:00,Vireo bellii,21744.0
7349,7349,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Hermit Thrush,0.613313615322113,STEV4_2023,STEV4,2023,31614.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Catharus guttatus,31611.0
3529,3529,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9531400799751282,SFSB2_2023,SFSB2,2023,31641.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,31638.0
4254,4254,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8109592795372009,SFVWA3_2023,SFVWA3,2023,21918.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,21915.0
2262,2262,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9696069955825806,SFSB2_2023,SFSB2,2023,26034.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,26031.0
3511,3511,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9848577976226808,SFSB2_2023,SFSB2,2023,31581.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,31578.0
6775,6775,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Black Phoebe,0.7477391958236694,STER1_2023,STER1,2023,26787.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Sayornis nigricans,26784.0
4154,4154,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,Ash-throated Flycatcher,0.6027721166610718,SFVWA3_2023,SFVWA3,2023,21372.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Myiarchus cinerascens,21369.0
3331,3331,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.8731257319450378,SFSB2_2023,SFSB2,2023,30753.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,30750.0
1819,1819,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9749447703361512,SFSB2_2023,SFSB2,2023,24327.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,24324.0
1953,1953,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.96756249666214,SFSB2_2023,SFSB2,2023,24888.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,24885.0
7010,7010,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Marbled Murrelet,0.54112708568573,STEV4_2023,STEV4,2023,19341.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Brachyramphus marmoratus,19338.0
6549,6549,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,California Towhee,0.6374810338020325,STER1_2023,STER1,2023,21234.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Melozone crissalis,21231.0
6978,6978,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Pacific-slope Flycatcher,0.5242467522621155,STEV4_2023,STEV4,2023,18849.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Empidonax difficilis,18846.0
5176,5176,audio/samples/ALBS1_2023.20230529_200000.flac,s3://casoundhub/audio/cemaf-acoustics/ALBS1_2023/20230529_200000.flac,s3://dse-soundhub/public/audio/samples/ALBS1_2023.20230529_200000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ALBS1_2023.20230529_200000.flac,Western Tanager,0.7998664975166321,SHRU2_2023,SHRU2,2023,549.0,39.28304393,-123.184328,1,2023-05-29T23:59:00,64,2023-05-29T20:00:00,Piranga ludoviciana,546.0
2519,2519,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.985960841178894,SFSB2_2023,SFSB2,2023,27084.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,27081.0
5725,5725,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.9260101318359376,STER1_2023,STER1,2023,16116.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,16113.0
6956,6956,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Fireworks,0.8542777895927429,STEV4_2023,STEV4,2023,9093.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Fireworks,9090.0
879,879,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9560109376907348,SFSB2_2023,SFSB2,2023,20160.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,20157.0
2916,2916,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9379902482032776,SFSB2_2023,SFSB2,2023,28473.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,28470.0
6133,6133,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.549828052520752,STER1_2023,STER1,2023,17865.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,17862.0
135,135,audio/samples/RW12_2023.20230523_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230523_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230523_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230523_000000.flac,Pacific-slope Flycatcher,0.504045844078064,MCPU2_2023,MCPU2,2023,19092.0,38.49001203,-122.0208991,1,2023-05-23T09:00:00,681,2023-05-23T00:00:00,Empidonax difficilis,19089.0
1005,1005,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,California Towhee,0.9387502074241638,SFSB2_2023,SFSB2,2023,20643.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Melozone crissalis,20640.0
582,582,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Great Horned Owl,0.9162863492965698,SFSB2_2023,SFSB2,2023,15795.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Bubo virginianus,15792.0
7169,7169,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Hermit Thrush,0.6067834496498108,STEV4_2023,STEV4,2023,24654.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Catharus guttatus,24651.0
2854,2854,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9622768759727478,SFSB2_2023,SFSB2,2023,28248.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,28245.0
6610,6610,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Nuttall's Woodpecker,0.9920699000358582,STER1_2023,STER1,2023,21966.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Dryobates nuttallii,21963.0
3991,3991,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.765580952167511,SFVWA3_2023,SFVWA3,2023,20646.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,20643.0
1003,1003,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,California Towhee,0.967184603214264,SFSB2_2023,SFSB2,2023,20637.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Melozone crissalis,20634.0
1455,1455,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9822776317596436,SFSB2_2023,SFSB2,2023,22863.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,22860.0
5257,5257,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Spotted Crake,0.5916852951049805,STER1_2023,STER1,2023,723.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Porzana porzana,720.0
6311,6311,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.8375361561775208,STER1_2023,STER1,2023,18792.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,18789.0
2967,2967,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.8391599059104919,SFSB2_2023,SFSB2,2023,28653.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,28650.0
494,494,audio/samples/AGCA3_2023.20230528_200000.flac,s3://casoundhub/audio/cemaf-acoustics/AGCA3_2023/20230528_200000.flac,s3://dse-soundhub/public/audio/samples/AGCA3_2023.20230528_200000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/AGCA3_2023.20230528_200000.flac,Corn Crake,0.6583465337753296,NSWA3_2023,NSWA3,2023,9141.0,38.21515174,-122.357,1,2023-05-28T23:59:00,44,2023-05-28T20:00:00,Crex crex,9138.0
838,838,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.941444218158722,SFSB2_2023,SFSB2,2023,20025.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,20022.0
902,902,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Bewick's Wren,0.9907949566841124,SFSB2_2023,SFSB2,2023,20241.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Thryomanes bewickii,20238.0
5965,5965,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.9650529623031616,STER1_2023,STER1,2023,17130.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,17127.0
1791,1791,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.7770498991012573,SFSB2_2023,SFSB2,2023,24201.0,37.78217685,-122.1477319,2,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,24198.0
4617,4617,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8172656893730164,SFVWA3_2023,SFVWA3,2023,24435.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,24432.0
4831,4831,audio/samples/CBER4_2023.20230513_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/CBER4_2023/20230513_000000.flac,s3://dse-soundhub/public/audio/samples/CBER4_2023.20230513_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/CBER4_2023.20230513_000000.flac,California Towhee,0.8558202385902405,SFVWA3_2023,SFVWA3,2023,26406.0,33.15833403,-116.566685,1,2023-05-13T09:00:00,1465,2023-05-13T00:00:00,Melozone crissalis,26403.0
7177,7177,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Pacific-slope Flycatcher,0.5730831027030945,STEV4_2023,STEV4,2023,24774.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Empidonax difficilis,24771.0
7304,7304,audio/samples/RW12_2023.20230522_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230522_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230522_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230522_000000.flac,Dark-eyed Junco,0.5430409908294678,STEV4_2023,STEV4,2023,29244.0,37.28127889,-122.1129325,1,2023-05-22T09:00:00,679,2023-05-22T00:00:00,Junco hyemalis,29241.0
3653,3653,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.981849730014801,SFSB2_2023,SFSB2,2023,32238.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,32235.0
6950,6950,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Song Sparrow,0.5940496921539307,STER1_2023,STER1,2023,32364.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Melospiza melodia,32361.0
2343,2343,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Spotted Towhee,0.9416343569755554,SFSB2_2023,SFSB2,2023,26412.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Pipilo maculatus,26409.0
2846,2846,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9937843084335328,SFSB2_2023,SFSB2,2023,28221.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,28218.0
1894,1894,audio/samples/ESNERR3_2023.20230518_000000.flac,s3://casoundhub/audio/sentinel-site-acoustics/ESNERR3_2023/20230518_000000.flac,s3://dse-soundhub/public/audio/samples/ESNERR3_2023.20230518_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/ESNERR3_2023.20230518_000000.flac,Pacific-slope Flycatcher,0.9116657972335817,SFSB2_2023,SFSB2,2023,24663.0,37.78217685,-122.1477319,1,2023-05-18T09:00:00,1833,2023-05-18T00:00:00,Empidonax difficilis,24660.0
364,364,audio/samples/RW12_2023.20230523_000000.flac,s3://casoundhub/audio/cemaf-acoustics/RW12_2023/20230523_000000.flac,s3://dse-soundhub/public/audio/samples/RW12_2023.20230523_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/RW12_2023.20230523_000000.flac,Common Raven,0.9302778840065002,MCPU2_2023,MCPU2,2023,30891.0,38.49001203,-122.0208991,1,2023-05-23T09:00:00,681,2023-05-23T00:00:00,Corvus corax,30888.0
5824,5824,audio/samples/EDSA2_2023.20230524_000000.flac,s3://casoundhub/audio/cemaf-acoustics/EDSA2_2023/20230524_000000.flac,s3://dse-soundhub/public/audio/samples/EDSA2_2023.20230524_000000.flac,https://dse-soundhub.s3.us-west-2.amazonaws.com/public/audio/samples/EDSA2_2023.20230524_000000.flac,Tree Swallow,0.605514407157898,STER1_2023,STER1,2023,16563.0,35.70389799,-119.612402,1,2023-05-24T09:00:00,181,2023-05-24T00:00:00,Tachycineta bicolor,16560.0
